gw,player_id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,fmmp,winning_goals,won_tackle,accurate_pass,clearances_blocks_interceptions,shot_target,big_chance_created,big_chance_missed,performance_index,total_points,played,in_dreamteam
1,519,90,0,0,0,1,0,0,0,1,0,0,0,0,0,2,28,4,1,1,1,50,1,True,False
1,520,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,15,0,0,0,58,5,True,False
1,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,523,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,4,0,1,0,55,3,True,False
1,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,530,90,0,0,0,1,0,0,0,0,0,5,0,0,0,0,14,9,0,0,0,65,4,True,False
1,531,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
1,532,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,61,3,True,False
1,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,536,90,0,0,0,1,0,0,0,0,0,0,0,0,0,2,38,8,1,0,0,79,3,True,False
1,537,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,True,False
1,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,540,30,0,0,0,1,0,0,0,0,0,0,0,0,0,2,11,3,0,0,0,0,2,True,False
1,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,548,61,0,0,0,1,0,0,0,0,1,0,0,0,0,2,58,5,0,0,0,66,0,True,False
1,549,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,8,0,0,0,65,4,True,False
1,550,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,16,0,0,0,57,5,True,False
1,551,86,1,0,0,1,0,0,0,0,0,0,1,0,0,0,59,4,1,0,0,83,9,True,False
1,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,553,80,0,1,0,1,0,0,0,0,0,0,2,0,0,1,38,2,1,1,0,86,7,True,False
1,554,59,1,1,0,0,0,0,0,0,0,0,3,1,1,0,38,0,1,1,0,87,14,True,True
1,555,90,0,0,0,1,0,0,0,0,0,5,0,0,0,0,8,20,0,0,0,45,6,True,False
1,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,558,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,8,0,0,0,48,3,True,False
1,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,562,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29,12,0,0,0,68,4,True,False
1,563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
1,564,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,True,False
1,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,566,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,True,False
1,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,571,74,1,1,0,1,0,0,0,0,0,0,2,1,1,2,23,5,1,1,0,85,14,True,True
1,572,81,1,0,0,1,0,0,0,0,0,0,0,0,0,4,18,2,1,0,0,72,8,True,False
1,573,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,True,False
1,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,579,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,52,3,True,False
1,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,584,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,24,3,True,False
1,585,90,0,0,0,1,0,0,0,1,0,0,0,0,0,1,24,6,0,0,0,27,2,True,False
1,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,587,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,True,False
1,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,589,90,0,0,0,1,0,0,0,1,0,0,0,0,0,2,30,10,1,0,0,32,2,True,False
1,590,81,0,1,0,1,0,0,0,1,0,0,0,0,0,1,17,6,0,1,0,67,5,True,False
1,591,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,65,6,True,False
1,592,78,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,5,0,1,0,26,3,True,False
1,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,594,63,0,0,0,2,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,41,2,True,False
1,595,90,0,0,0,3,0,0,0,0,0,6,0,0,0,0,13,5,0,0,0,28,3,True,False
1,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,597,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,3,0,0,1,30,2,True,False
1,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,608,30,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,1,True,False
1,609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
1,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,611,77,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,36,2,True,False
1,612,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,True,False
1,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,615,76,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35,6,0,0,0,25,3,True,False
1,616,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,True,False
1,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,618,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,51,8,0,0,0,81,5,True,False
1,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,622,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,True,False
1,623,86,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35,9,1,0,1,71,3,True,False
1,624,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,59,15,0,0,0,56,4,True,False
1,625,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,True,False
1,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,628,76,0,0,0,1,0,0,0,1,0,0,0,0,0,1,41,10,0,0,0,58,3,True,False
1,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,630,90,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,27,2,True,False
1,631,5,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-4,True,False
1,632,90,1,1,0,4,0,0,0,0,0,0,0,0,0,0,21,11,1,1,0,70,11,True,False
1,633,79,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,6,1,0,0,22,3,True,False
1,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,635,70,0,0,0,3,0,0,0,0,0,0,0,0,0,2,48,5,0,0,0,21,3,True,False
1,636,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,1,True,False
1,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,638,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,True,False
1,639,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,1,1,0,0,7,True,False
1,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,641,90,0,0,0,4,0,0,0,0,0,0,0,0,0,1,13,10,0,0,0,0,1,True,False
1,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,648,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,1,0,0,0,6,True,False
1,649,72,1,0,0,1,0,0,0,0,0,0,3,0,0,1,14,7,3,0,1,84,12,True,True
1,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,651,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,True,False
1,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,True,False
