type,gw,position,player_id,opta_id,name,player_position,points,is_top_player
gw,1,1,92,228286,Édouard Mendy,GK,14,False
gw,1,2,218,505480,Moteb Al Harbi,DEF,20,False
gw,1,3,365,486024,Nawaf Boushal,DEF,13,False
gw,1,4,209,121145,João Pedro Cavaco Cancelo,DEF,13,False
gw,1,5,359,428399,Joao Felix,MID,25,True
gw,1,6,127,473182,Juan Sebastián Pedroza,MID,14,False
gw,1,7,153,244182,Zaydou Youssouf,MID,13,False
gw,1,8,296,194252,Steven Bergwijn,MID,13,False
gw,1,9,301,19927,Karim Benzema,FWD,24,False
gw,1,10,326,78007,Joshua King,FWD,21,False
gw,1,11,495,441463,Mateo Retegui,FWD,16,False
gw,10,1,556,105610,Bruno Miguel Semedo Varela,GK,13,False
gw,10,2,236,99122,Francisco Calvo,DEF,17,False
gw,10,3,23,607088,Nathan Zeze,DEF,15,False
gw,10,4,365,486024,Nawaf Boushal,DEF,15,False
gw,10,5,291,433493,Muhannad Al Shanqiti,DEF,14,False
gw,10,6,454,517563,Mohammed Mahzari,DEF,13,False
gw,10,7,213,181092,Malcom De Oliveira,MID,19,True
gw,10,8,145,210424,Matías Vargas,MID,16,False
gw,10,9,235,41733,Georginio Wijnaldum,MID,12,False
gw,10,10,345,14937,Cristiano Ronaldo,FWD,18,False
gw,10,11,495,441463,Mateo Retegui,FWD,14,False
gw,11,1,573,201556,Kewin Oliveira Silva,GK,12,False
gw,11,2,225,222784,Theo Hernandez,DEF,22,True
gw,11,3,106,430788,Roger Ibañez,DEF,13,False
gw,11,4,443,170409,Andrei Girotto,DEF,12,False
gw,11,5,223,180793,Sergej Savić,MID,20,False
gw,11,6,296,194252,Steven Bergwijn,MID,17,False
gw,11,7,574,195982,Valentín Vada,MID,16,False
gw,11,8,145,210424,Matías Vargas,MID,16,False
gw,11,9,235,41733,Georginio Wijnaldum,MID,15,False
gw,11,10,439,168506,Roger Martínez,FWD,13,False
gw,11,11,567,189787,Omar Jehad Al Somah,FWD,12,False
gw,12,1,550,446101,Juan Pablo Cozzani,GK,9,False
gw,12,2,291,433493,Muhannad Al Shanqiti,DEF,20,False
gw,12,3,358,423618,Abdulelah Al Amri,DEF,17,False
gw,12,4,238,130038,Madallah Al Olayan,DEF,12,False
gw,12,5,524,208556,Myziane Maolida,MID,22,True
gw,12,6,235,41733,Georginio Wijnaldum,MID,21,False
gw,12,7,497,533388,Musab Al Juwayr,MID,15,False
gw,12,8,343,195551,Georgios Masouras,MID,14,False
gw,12,9,494,221766,Julian Quinones,MID,14,False
gw,12,10,99,144485,Ivan Toney,FWD,22,False
gw,12,11,206,447203,Darwin Nunez Nunez,FWD,16,False
gw,13,1,614,91406,Fernando Pacheco,GK,12,False
gw,13,2,333,165803,Pedro Rebocho,DEF,18,False
gw,13,3,236,99122,Francisco Calvo,DEF,17,False
gw,13,4,618,196814,Mikel Villanueva,DEF,14,False
gw,13,5,383,176442,Yoann Barbet,DEF,14,False
gw,13,6,291,433493,Muhannad Al Shanqiti,DEF,14,False
gw,13,7,221,171317,Rúben Neves,MID,20,False
gw,13,8,148,604259,Naif Masoud,MID,14,False
gw,13,9,343,195551,Georgios Masouras,MID,14,False
gw,13,10,595,202857,Angelo Fulgini,MID,13,False
gw,13,11,301,19927,Karim Benzema,FWD,24,True
gw,14,1,117,180359,Samuel Portugal,GK,8,False
gw,14,2,599,591447,Zakaria bin Siraj bin Ahmed Hawsawi,DEF,14,False
gw,14,3,291,433493,Muhannad Al Shanqiti,DEF,14,False
gw,14,4,487,604258,Mohammed Waheeb Abu Al Shamat,DEF,14,False
gw,14,5,118,218862,Saeed Al Rubaie,DEF,12,False
gw,14,6,494,221766,Julian Quinones,MID,26,True
gw,14,7,415,119718,Yannick Carrasco,MID,23,False
gw,14,8,221,171317,Rúben Neves,MID,17,False
gw,14,9,146,228489,Mourad Batna,MID,16,False
gw,14,10,646,711290,Wesley Bruno Lima Delgado,MID,15,False
gw,14,11,99,144485,Ivan Toney,FWD,15,False
gw,15,1,241,155529,Marek Rodak,GK,12,False
gw,15,2,333,165803,Pedro Rebocho,DEF,18,False
gw,15,3,208,423623,Hassan Al Tambakti,DEF,18,False
gw,15,4,487,604258,Mohammed Waheeb Abu Al Shamat,DEF,14,False
gw,15,5,343,195551,Georgios Masouras,MID,17,False
gw,15,6,221,171317,Rúben Neves,MID,17,False
gw,15,7,502,614993,Christopher Bonsu Baah,MID,15,False
gw,15,8,533,129508,Kingsley Coman,MID,15,False
gw,15,9,247,250792,Khalid Al Ghannam,MID,13,False
gw,15,10,439,168506,Roger Martínez,FWD,24,True
gw,15,11,593,468676,Ali Jasim El Aibi Al Tameemi,FWD,13,False
gw,16,1,625,213175,Victor Hugo Silva Braga,GK,11,False
gw,16,2,118,218862,Saeed Al Rubaie,DEF,18,False
gw,16,3,236,99122,Francisco Calvo,DEF,15,False
gw,16,4,417,167075,Wesley Hoedt,DEF,14,False
gw,16,5,494,221766,Julian Quinones,MID,16,False
gw,16,6,221,171317,Rúben Neves,MID,15,False
gw,16,7,223,180793,Sergej Savić,MID,15,False
gw,16,8,563,179320,Fábio Santos Martins,MID,12,False
gw,16,9,99,144485,Ivan Toney,FWD,23,True
gw,16,10,608,518717,Ramiro Enrique,FWD,21,False
gw,16,11,439,168506,Roger Martínez,FWD,17,False
gw,17,1,621,52458,Marcelo Grohe,GK,13,False
gw,17,2,44,464031,Abdurahman Al Dakheel,DEF,15,False
gw,17,3,473,438823,Abdelkader Bedrane,DEF,14,False
gw,17,4,364,461910,Mohamed Simakan,DEF,12,False
gw,17,5,353,180594,Sultan Al Ghannam,DEF,10,False
gw,17,6,247,250792,Khalid Al Ghannam,MID,18,True
gw,17,7,292,116594,N'Golo Kante,MID,14,False
gw,17,8,494,221766,Julian Quinones,MID,13,False
gw,17,9,196,649407,Sabri Dahal,MID,12,False
gw,17,10,176,422685,Junior Fashion Sakala,MID,12,False
gw,17,11,99,144485,Ivan Toney,FWD,12,False
gw,18,1,445,425632,Mailson Santos,GK,18,False
gw,18,2,364,461910,Mohamed Simakan,DEF,20,False
gw,18,3,23,607088,Nathan Zeze,DEF,17,False
gw,18,4,108,514614,Saad Balobaid,DEF,16,False
gw,18,5,432,168570,Carlos Junior,MID,22,False
gw,18,6,26,638595,Amadou Kone,MID,16,False
gw,18,7,359,428399,Joao Felix,MID,16,False
gw,18,8,221,171317,Rúben Neves,MID,15,False
gw,18,9,65,229156,David Tijanic,MID,13,False
gw,18,10,99,144485,Ivan Toney,FWD,26,True
gw,18,11,295,124932,Saleh Al Shehri,FWD,18,False
gw,19,1,621,52458,Marcelo Grohe,GK,14,True
gw,19,2,594,245912,Shaquille Pinas,DEF,13,False
gw,19,3,364,461910,Mohamed Simakan,DEF,13,False
gw,19,4,285,122482,Hassan Kadish,DEF,12,False
gw,19,5,143,222751,Jorge Filipe Oliveira Fernandes,DEF,11,False
gw,19,6,488,88477,Nacho Fernandez,DEF,11,False
gw,19,7,611,592268,Mahamadou Doumbia,MID,13,False
gw,19,8,235,41733,Georginio Wijnaldum,MID,12,False
gw,19,9,349,110979,Sadio Mane,MID,12,False
gw,19,10,153,244182,Zaydou Youssouf,MID,11,False
gw,19,11,2,59966,Alexandre Lacazette,FWD,12,False
gw,2,1,362,445331,Raghed Al Najjar,GK,13,False
gw,2,2,333,165803,Pedro Rebocho,DEF,21,False
gw,2,3,346,90318,Inigo Martinez,DEF,14,False
gw,2,4,106,430788,Roger Ibañez,DEF,13,False
gw,2,5,126,118888,Koray Gunter,DEF,12,False
gw,2,6,438,442430,Musa Barrow,MID,24,True
gw,2,7,349,110979,Sadio Mane,MID,17,False
gw,2,8,296,194252,Steven Bergwijn,MID,16,False
gw,2,9,323,96633,Dimitrios Kourbelis,MID,13,False
gw,2,10,415,119718,Yannick Carrasco,MID,13,False
gw,2,11,2,59966,Alexandre Lacazette,FWD,17,False
gw,20,1,628,222628,Luís Manuel Arantes Maximiano,GK,14,False
gw,20,2,106,430788,Roger Ibañez,DEF,14,False
gw,20,3,107,547638,Rayan Hamed,DEF,13,False
gw,20,4,358,423618,Abdulelah Al Amri,DEF,12,False
gw,20,5,102,629308,Mohammed Abdulrahman,DEF,12,False
gw,20,6,213,181092,Malcom De Oliveira,MID,23,False
gw,20,7,235,41733,Georginio Wijnaldum,MID,19,False
gw,20,8,222,109763,Salem Al Dawsari,MID,19,False
gw,20,9,176,422685,Junior Fashion Sakala,MID,18,False
gw,20,10,371,566167,Abdulaziz Al Elewa,MID,15,False
gw,20,11,301,19927,Karim Benzema,FWD,27,True
gw,21,1,485,66763,Koen Casteels,GK,16,False
gw,21,2,285,122482,Hassan Kadish,DEF,17,False
gw,21,3,489,501039,Gastón Álvarez,DEF,9,False
gw,21,4,208,423623,Hassan Al Tambakti,DEF,9,False
gw,21,5,216,170031,Mohammed Kanno,MID,16,False
gw,21,6,592,199665,Bilal Boutobba,MID,14,False
gw,21,7,105,103025,Riyad Mahrez,MID,14,False
gw,21,8,415,119718,Yannick Carrasco,MID,13,False
gw,21,9,570,129491,Yakou Méïté,FWD,19,True
gw,21,10,567,189787,Omar Jehad Al Somah,FWD,16,False
gw,21,11,99,144485,Ivan Toney,FWD,13,False
gw,22,1,381,87403,Milan Borjan,GK,15,False
gw,22,2,458,230777,Muteb Al Mufarrij,DEF,13,False
gw,22,3,108,514614,Saad Balobaid,DEF,12,False
gw,22,4,3,77777,Ahmed Hegazi,DEF,12,False
gw,22,5,494,221766,Julian Quinones,MID,25,True
gw,22,6,146,228489,Mourad Batna,MID,19,False
gw,22,7,533,129508,Kingsley Coman,MID,18,False
gw,22,8,415,119718,Yannick Carrasco,MID,16,False
gw,22,9,402,422163,Teddy Okou,MID,14,False
gw,22,10,345,14937,Cristiano Ronaldo,FWD,18,False
gw,22,11,99,144485,Ivan Toney,FWD,17,False
gw,23,1,92,228286,Édouard Mendy,GK,11,False
gw,23,2,346,90318,Inigo Martinez,DEF,26,True
gw,23,3,106,430788,Roger Ibañez,DEF,15,False
gw,23,4,487,604258,Mohammed Waheeb Abu Al Shamat,DEF,12,False
gw,23,5,415,119718,Yannick Carrasco,MID,24,False
gw,23,6,499,192351,Nahitan Nandez,MID,18,False
gw,23,7,601,545568,Roger Fernandes,MID,13,False
gw,23,8,221,171317,Rúben Neves,MID,13,False
gw,23,9,608,518717,Ramiro Enrique,FWD,17,False
gw,23,10,2,59966,Alexandre Lacazette,FWD,13,False
gw,23,11,345,14937,Cristiano Ronaldo,FWD,13,False
gw,24,1,293,104407,Predrag Rajkovic,GK,10,False
gw,24,2,280,87668,Danilo Luís Hélio Pereira,DEF,20,True
gw,24,3,106,430788,Roger Ibañez,DEF,14,False
gw,24,4,594,245912,Shaquille Pinas,DEF,9,False
gw,24,5,449,109811,Hattan Bahebri,MID,19,False
gw,24,6,563,179320,Fábio Santos Martins,MID,17,False
gw,24,7,444,194384,Sultan Mandash,MID,15,False
gw,24,8,576,706741,Aboubacar Bah,MID,13,False
gw,24,9,216,170031,Mohammed Kanno,MID,13,False
gw,24,10,721,510890,Marin Petkov,FWD,12,False
gw,24,11,214,478011,Marcos Leonardo Santos Almeida,FWD,11,False
gw,25,1,356,224471,Bento Matheus Bento,GK,11,False
gw,25,2,364,461910,Mohamed Simakan,DEF,19,True
gw,25,3,469,183507,Sanousi Al Hawsawi,DEF,15,False
gw,25,4,568,564455,Jamal Harkass,DEF,13,False
gw,25,5,223,180793,Sergej Savić,MID,18,False
gw,25,6,169,163784,Jason Remeseiro,MID,17,False
gw,25,7,494,221766,Julian Quinones,MID,16,False
gw,25,8,499,192351,Nahitan Nandez,MID,14,False
gw,25,9,439,168506,Roger Martínez,FWD,19,False
gw,25,10,495,441463,Mateo Retegui,FWD,16,False
gw,25,11,301,19927,Karim Benzema,FWD,16,False
gw,26,1,177,428758,Orlando Mosquera,GK,10,False
gw,26,2,204,215658,Ali Al Bulayhi,DEF,13,False
gw,26,3,473,438823,Abdelkader Bedrane,DEF,12,False
gw,26,4,218,505480,Moteb Al Harbi,DEF,9,False
gw,26,5,359,428399,Joao Felix,MID,21,True
gw,26,6,574,195982,Valentín Vada,MID,20,False
gw,26,7,369,518620,Ângelo Gabriel Borges Damaceno,MID,18,False
gw,26,8,415,119718,Yannick Carrasco,MID,17,False
gw,26,9,390,151130,António José Pinheiro de Carvalho,MID,15,False
gw,26,10,202,442254,Abdullah Al Hamddan,FWD,13,False
gw,26,11,30,466210,Nawaf Al Habashi,FWD,12,False
gw,27,1,117,180359,Samuel Portugal,GK,13,False
gw,27,2,443,170409,Andrei Girotto,DEF,18,False
gw,27,3,100,561163,Matteo Dams,DEF,15,False
gw,27,4,218,505480,Moteb Al Harbi,DEF,14,False
gw,27,5,5,172841,Said Benrahma,MID,26,True
